,Unnamed: 0,Unnamed: 0.1,_merge,anios_de_experiencia,cambio_de_residencia,cantidad_de_vacantes,date,departamento,descripcion,disponibilidad_viajes,edad,educacion_minima,empresa,fecha_online,idiomas,jornada,licencia_conducir,localidad,puesto,rama_de_actividad,salario,sexo,tamanio_empresa,tipo_de_contrato,url_oferta
614,614,614.0,,1.0, No,,2/17/2020,,"Analista Bilingue Empresa dedicada al ramo de seguridad. Te invita a ser parte de su equipo de trabajo como"" ANALISTA BILINGUE "" Zona: EN COL. CUAUHTEMOC,Requisitos:Escolaridad: PreparatoriaExperiencia de 1 ano- Ingles al 80%Edad: 22 a 40 anosSexo: IndistintoLicencia de manejoFunciones:ATENCION A EMERGENCIAS, MONITOREO DE UNIDADES CON GPS (EJECUTIVOS) RESPUESTA DE APLICACION MOVIL,MONITOREO DE SERVICIOS DE PROTECCION (FIJOS Y TEMPORALES), ORIENTACION TELEFONICA Y ASISTENCIA PRESENCIAL EN CASO DE SER REQUERIDO.Turno:12X24 07:00 A 19:00 Y 19:00 A 07:00SUELDO: 12,000 + PLSi cumples con nuestro perfil no dudes en postularte, no olvides adjuntar tu CV actualizado, nos comunicaremos inmediatamente.""Las personas no se valoran por su genero, preferencia o condicion, si no por su talento""", No, entre 22 y 40 anos, Educacion media superior -Bachillerato General,Human Access,12 febrero, Ingles ,Contrato por tiempo indeterminado, A ,Ciudad de México DF,Computer Systems Engineer - Business Intelligence Developer,RRHH / Personal,"$ 10.000,00 (Mensual)",,51-200 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-agente-de-soporte-y-asistencia-bilingue-reforma-atc-monitoreo-en-iztapalapa-BD95DC63CDAA28D361373E686DCF3405
615,615,615.0,,2.0, No,,2/17/2020,,"REQUISITOS:-Sexo: masculino-Edad: 27 a 42 anos-Escolaridad: bachillerato tecnico o lic. trunca-Licencia de conducir vigente (indispensable)-Experiencia en ventas de refacciones diesel (preferente)-Gusto por las ventasACTIVIDADES:-Atencion a clientes en la agencia -Generacion de cotizaciones-Entrega de refacciones en el domicilio del cliente-Prospeccion de clientes-Atencion a la cartera de clientes existentes-Realizar reportes de prospeccionOFRECEMOS Sueldo base de $7,000 mensuales libres + prestaciones de ley + esquema de comisiones", No, entre 27 y 42 anos, Educacion media superior - Bachillerato Tecnologico,Grupo Tractocamiones y Autobuses del Bajio,4 febrero,,Contrato por tiempo indeterminado, A ,Querétaro,Soldador/a - y ayudantes ,Transporte,"$ 7.000,00 (Mensual)",,201-500 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-consultor-de-refacciones--exp-en-refacciones-diesel-y-gusto-por-las-ventas-en-el-marques-71012CE00D7CCF6461373E686DCF3405
616,616,616.0,,1.0, No,,2/17/2020,,"Quieres generar ingresos superiores a los $25,000.00!Capacitacion Pagada!EXCELENTE OPORTUNIDAD DE TRABAJO                    Contratacion inmediata!!Somos la empresa numero uno en el pais en Planes de Prevision con 140 anos de experiencia en el mercado. Estamos en busqueda del mejor talento para nuestra vacante como:Agente CorporativoBENEFICIOS:* Excelente plan de comisiones del 6% al 16% * Pagos cada Viernes* Premios y rifas de laptops, electrodomesticos, automoviles, etc.* Capacitacion constante, PAGADA, y con certificacion ante la Secretaria de Trabajo.* Incentivos mensuales* Herramientas de ventas (folletos, articulos de publicidad, asesoria)* Convenciones nacionales e internacionales (TODO PAGADO)* Reconocimiento y desarrollo profesional a nivel gerencial* Respaldo de una empresa solida* Excelente ambiente laboralREQUISITOS:* Gusto y habilidad por las ventas* Experiencia en venta de seguros, afores, inmobiliarias, autos, servicios financieros, atencion al cliente, telemarketing o call center (DESEABLE)FUNCIONES:* Llevar a cabo todo el proceso de venta, creando un interes en los clientes para la adquisicion de nuestros servicios y productos* Crear y mantener vigente cartera de clientes* Prospeccion de clientes* Reportar actividades semanales y MensualesSomos tu mejor Opcion!INTERESADOS POSTULARSE POR ESTE MEDIO O ENVIAR WHATSAPP PARA AGENDAR ENTREVISTA", No, entre 27 y 65 anos, Educacion media superior -Bachillerato General,GAYOSSO,"Ayer, 02:52 p. m.", Espanol ,Contrato por tiempo indeterminado,,Ciudad de México DF,Hostess - Hostess Restaurante,Venta al consumidor,"$ 25.000,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-agente-corporativo-en-call-center-capacitacion-pagada-pagos-semanales-premios-e-incentivos-en-miguel-hidalgo-8BE69E57DF1DDFDD61373E686DCF3405
617,617,617.0,,1.0, No,,2/17/2020,,"Quieres generar ingresos superiores a los $25,000.00!Capacitacion Pagada!EXCELENTE OPORTUNIDAD DE TRABAJO                    Contratacion inmediata!!Somos la empresa numero uno en el pais en Planes de Prevision con 140 anos de experiencia en el mercado. Estamos en busqueda del mejor talento para nuestra vacante como:Agente CorporativoBENEFICIOS:* Excelente plan de comisiones del 6% al 16% * Pagos cada Viernes* Premios y rifas de laptops, electrodomesticos, automoviles, etc.* Capacitacion constante, PAGADA, y con certificacion ante la Secretaria de Trabajo.* Incentivos mensuales* Herramientas de ventas (folletos, articulos de publicidad, asesoria)* Convenciones nacionales e internacionales (TODO PAGADO)* Reconocimiento y desarrollo profesional a nivel gerencial* Respaldo de una empresa solida* Excelente ambiente laboralREQUISITOS:* Gusto y habilidad por las ventas* Experiencia en venta de seguros, afores, inmobiliarias, autos, servicios financieros, atencion al cliente, telemarketing o call center (DESEABLE)FUNCIONES:* Llevar a cabo todo el proceso de venta, creando un interes en los clientes para la adquisicion de nuestros servicios y productos* Crear y mantener vigente cartera de clientes* Prospeccion de clientes* Reportar actividades semanales y MensualesSomos tu mejor Opcion!INTERESADOS POSTULARSE POR ESTE MEDIO O ENVIAR WHATSAPP PARA AGENDAR ENTREVISTA", No, entre 27 y 65 anos, Educacion media superior -Bachillerato General,GAYOSSO,"Ayer, 02:52 p. m.", Espanol ,Contrato por tiempo indeterminado,,Ciudad de México DF,Hostess - Hostess Restaurante,Venta al consumidor,"$ 25.000,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-agente-corporativo-en-call-center-capacitacion-pagada-pagos-semanales-premios-e-incentivos-en-miguel-hidalgo-8BE69E57DF1DDFDD61373E686DCF3405
618,618,618.0,,5.0, No,,2/17/2020,,CONOCIMIENTO: 	Planificacion y Control de Obra	Control y desarrollo de Procedimientos Constructivos	Manejo de bitacoras de obra	Manejo de Proyecto	Control de Calidad	Experiencia comprobable indispensable en obra de tipo RESIDENCIAL, No, entre 25 y 53 anos, Educacion superior - Licenciatura,Colsultoria y Construcciones S.A. de C.V.,10 febrero, Ingles ,Contrato para obra o tiempo determinado, A ,Ciudad de México DF,Gerente Comercial en Desarrollo,Construcción / obras,,,1-10 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-superintendente-de-obra-experiencia-minima-de-5-anos-en-el-puesto-en-alvaro-obregon-D94361EA1D9D0E4F61373E686DCF3405
619,619,619.0,,1.0, Si,,2/17/2020,,"Requisitos:*Edad: 28 a 45 anos*Escolaridad: carrera terminada*Area economica administrativa o a fin Experiencia:*Minima de 1 ano en: Ventas, Manejo de personal, Seguimiento y Cumplimiento de metas, Recuperacion de cartera (Financieras, Afores, Seguros de vida, Tiendas departamentales, Retail, Cajas de Ahorro)Ofrecemos:Sueldo Base + Apoyo de transporte + Excelente esquema de comisiones no topadas. Prestaciones de Ley desde el primer dia Aguinaldo Vacaciones  Infonavit.Adicional: * Prestamo para vehiculo. * Derecho a contratar seguro vehicular. * Seguro de gastos medicos menoresenvia curricular al correo que aparece en la oferta o comuniquese al telefono 5578439174", Si, entre 28 y 45 anos, Educacion superior - Licenciatura,,"Hoy, 06:32 a. m.", Espanol ,Contrato por tiempo indeterminado, C ,Veracruz,Key Account Manager - Con experiencia en venta de químicos,,,,,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-coordinadora-creditos-grupales-en-gutierrez-zamora-A3AAF58A1215D5EE61373E686DCF3405
620,620,620.0,,, No,,2/17/2020,,"Financiera a Nivel Nacional, busca por crecimiento: ""PROMOTOR DE PRESTAMOS EN IMSS""Funciones:Ofrecer creditos para pensionados, jubilados y activos en IMSSAtencion y seguimiento a clientesProspeccion de clientes potenciales por diferentes mediosVisita a instituciones publicas Requisitos:Sexo: IndistintoEdad: 20 en adelanteEscolaridad: Secundaria terminada o truncaExperiencia: 6 meses en ventas de cambaceo o atencion a clientesZona de trabajo:Galerias Plaza de las Estrellas - Col. Veronica AnzuresHorarios AdministrativosOfrecemos:Comisiones NO topadasApoyo de transporte semanalBonos mensuales y trimestralesCapacitacionesSeguro de vida y contra accidentesInteresados postularse por este medio o comunicarse al 55 1927 7975 -  Ivan Castro", No, A partir de 20 anos, Educacion secundaria,"BIDG SERVICIOS S.A DE C.V,",14 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,Vendedor / Repartidor  - Bachillerato o pasante de licenciatura,Finanzas / Banca,"$ 2.000,00 (Mensual)",,1-10 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-promotor-de-prestamos-en-imss-plaza-las-estrellas-en-miguel-hidalgo-4F4D29B8275F76CB61373E686DCF3405
621,621,621.0,,, No,,2/17/2020,,"IMPORTATE EMPRESA DEDICADA AL GIRO DE PLASTICOS.Solicita:  Operador de maquina Extrusora.Requisitos:	Experiencia en ramo de plastico y extrusion	Edad: 20 - 30 anos.	Sexo: Masculino.	Escolaridad: Bachillerato. 	Experiencia: 1 ano.	Estado civil: Indistinto.Ofrecemos:	Horario, turno de lunes a sabados  (8:00 a 17:00)	Sueldo base.	Prestaciones de ley.Experiencia en:	MANEJO DE MAQUINA EXTRUSORA O CALANDRA DE PET O PVC.	MANEJO DE CAMBIO DE DADO PLANO, PROCESO DE EXTRACCION DE PET.	MAQUINARIA INDUSTRIAL CONOCIMIENTOS EN SISTEMAS DE CALIDAD. Comunicate con el Lic. Osvaldo YanezTel: 42101800 Ext 577WhatsApp: 5614642426Facebook: Osvaldo Yanez", No, entre 20 y 35 anos, Educacion media superior -Bachillerato General,Casiem Empresariales S.A. de C.V.,14 febrero,,Contrato por tiempo indeterminado,,Estado de México,Docente - con experiencia en bachillerato,Servicios Profesionales,,,201-500 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-operador-de-maquina-extrusora--extrusor-en-tlalnepantla-de-baz-BE02001499483FBC61373E686DCF3405
622,622,622.0,,, No,,2/17/2020,,"Empresa de recursos humanos solicita por expansion: AUXILIAR DE RECLUTAMIENTO :Requisitos: 24 a 30 anosEscolaridad preparatoria o lic. truncaExperiencia no Necesaria.Persona dinamica y comprometida.GUSTO POR EL TRABAJO DE CAMPO (Posteo, Volanteo y Reclutamiento de Personal Operativo)Ofrecemos: Sueldo Mensual $4,000Prestaciones de ley Buen ambiente laboral Oportunidad de crecimientoEstabilidad Horario de Lunes a Viernes de 8:00 am a 17:00 pm  Interesados enviar CV completo y actualizado por este medio.Recuerda postularte solo si te interesa el trabajo en calle.", No, entre 18 y 30 anos, Educacion media superior -Bachillerato General,Gentela Group,8 febrero, Espanol ,Contrato por tiempo indeterminado,,Estado de México,"Barista para cafetería - Turno vesperdino, experiencia min 6 meses",RRHH / Personal,"$ 400.000,00 (Mensual)",,"501-1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-reclutamiento-toluca-en-toluca-1B2CE714BDF0D1BF61373E686DCF3405
623,623,623.0,,1.0, No,,2/17/2020,,"Farmacias Especializadas, empresa mexicana que avanza y se consolida, con amplia experiencia en prestaciones del Servicio Integral enfocado a la salud del paciente:Solicita:ASESOR TELEFONICO/ TIEMPO COMPLETOlunes a viernes de 9:00 a 6:30 y sabados medio diaREQUISITOS:Edad: 25 a 50 anos Bachillerato concluido. Sexo: indistinto Manejo basico de PC Experiencia minima de 1 ano comprobableACTIVIDADES:Recepcion de pedidos de medicamentos, registro en sistema, informacion complementaria y canalizacion a las areas correspondientes, cierre de venta de medicamentos.OFRECEMOS: Sueldo base Bonos por productividad Prestaciones de ley desde el primer dia Excelente ambiente de trabajo Oportunidad de crecimientoZona de trabajo: Cerca del metro  Chilpancingo", No,, Educacion media superior -Bachillerato General,GRUPO FÁRMACOS,14 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,Técnico programador de producción ,Salud / Medicina,"$ 9.000,00 (Mensual)",,"501-1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-telefonico-ventas-tiempo-completo-en-cuauhtemoc-2123A6F5B2F3ADF561373E686DCF3405
624,624,624.0,,, No,,2/17/2020,,"DANONE hace mejor equipo sumando MUJERES PROMOTORAS DE VENTASPREVENTA A DETALLE RequisitosEscolaridad: Secundaria Concluida  Manejo de Vehiculo   Estandar.Licencia  de conducir   vigente  tipo A Experiencia: Contar con experiencia   minima  6 meses   en Preventa  a detalle.Disponibilidad de horario de lunes  a sabado  de  6:30 am  a termino de  ruta.Te ofrecemos	Sueldo: $ 3,750   Mas  comisiones hasta   $4,500  mensual 	Prestaciones de ley	Plan de carrera y entrenamiento continuo  #LAOPORTUNIDADQUEBUSCASESTAENDANONE", No, entre 20 y 45 anos, Educacion secundaria,Triple I,14 febrero,,Contrato por tiempo indeterminado, A ,Ciudad de México DF,mensajero gestor /con moto,RRHH / Personal,,,51-200 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-danone-hace-mejor-equipo-sumando--mujeres-promotoras-de--ventas--en-la-magdalena-contreras-65A63AB3F7D565FF61373E686DCF3405
625,625,625.0,,1.0, No,,2/17/2020,,"Reconocida empresa lider en telefonia celular solicita: ANFITRION  CENTRO DE ATENCION AL CLEINTE  SUELDO BASE+COMISIONES SIN TOPE DE VENTA+PL+PSL Zonas: CAC SANTA FE    Funciones: DAR LA BIENVENIDA AL CENTRO DE ATENCION   Necesitas: Bachillerato trunco o concluido (comprobable). Minimo 3 meses de experiencia en atencion a clientes Disponibilidad de horario: de L a S (Jornada de 8 hrs diarias + 1 hora de comida)  Ofrecemos: Sueldo base $ 6,200.00 antes de impuestos Bonos Prestaciones de ley los primeros 3 meses Al 4 mes se otorgan Prestaciones Superiores a las de Ley (en funcion a resultados) Fondo de AhorroVales despensa10 dias de VacacionesSeguro de gastos medicos mayoresSeguro dentalSeguro de vidaPrima vacacional del 65%Oportunidad de crecimiento dentro del CAC (en funcion a resultados)   Zonas: CAC SANTA FE  Aviso de Privacidad: Para ATENTO SERVICIOS, S.A. DE C.V. (en lo sucesivo ATENTO) la informacion de sus empleados y/o candidatos presentes o futuros, representa uno de los elementos mas relevantes para su operacion, por lo que es tratada de manera confidencial y protegida con diversos procesos de administracion interna tendientes a mantener la seguridad de la misma, en terminos de lo establecido por la Ley Federal de Proteccion de Datos Personales en Posesion de los Particulares publicada en el Diario Oficial de la Federacion el dia 05 de julio de 2010 (en lo sucesivo Ley).   ATENTO se reserva el derecho de cambiar este Aviso de Privacidad en cualquier momento, poniendo a tu disposicion tales modificaciones a traves de cualquiera de los siguientes medios: (i) anuncios visibles en nuestros establecimientos, (ii) oficina de Administracion de Personal", No,, Educacion media superior -Bachillerato General,Atento Servicios SA de CV,12 febrero,,Contrato por tiempo indeterminado,,Baja California,Ayudante de Corte y Producción Textil - Lunes a Viernes,RRHH / Personal,"$ 6.200,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-anfitriona-zona-rio-en-tijuana-8CD5ACEC1A0A1CCD61373E686DCF3405
626,626,626.0,,, No,,2/17/2020,,"Forma parte de Corporativo GAYOSSO, lider a nivel nacional con mas de 140 anos de experiencia. Reserva tu entrevista al 55-67413531Zona para laborar Polanco, Col. Anzures (cerca de metro Chapultepec o Polanco)Actividades a realizar: Prospeccion, cotizaciones, agendar citas con clientes, pre cierres de venta. Requisitos:  Licenciatura Experiencia en VENTAS O CALL CENTERDisponibilidad de tiempoExcelente presentacion Ofrecemos:Horario de medio tiempo (5 hrs)IMSS + Seguro de gastos medicosSueldo base + Comisiones SIN TOPE de forma  semanalComisiones del 4% al 7% por ventaCrecimiento profesionalPremio a la constanciaDinamicas viajes y sorteo de vehiculos.Lunes a sabado (MEDIO TIEMPO)Matutino 9:00 am  2:30 pmVespertino 2:30  8:00 pmSabados 10:00 am  2:00 pmSi estas interesado y cubres con los requisitos, postulate por este medio o a traves de Whatsapp al 55-67 42 35 31.", No, A partir de 25 anos, Educacion superior - Licenciatura,GAYOSSO,"Hoy, 12:09 p. m.",,Contrato por tiempo indeterminado,,Ciudad de México DF,Analista KYC,Venta al consumidor,,,"Más de 1,000 trabajadores",Medio tiempo,/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-telemarketing-medio-dia-5-hrs--comisiones-sin-tope-de-hasta-14000-mensuales-en-miguel-hidalgo-47252CDC39E260EB61373E686DCF3405
627,627,627.0,,1.0, No,,2/17/2020,,"Empresa con 143 anos de experiencia, lider en el sector te esta buscando. Por expansion en el area solicitamos:***VENDEDOR ESPECIALIZADO***Solo necesitas:Bachillerato concluidoGusto por las ventas y experiencia de 6 meses en cualquier actividad de ventaActividades:Prospeccion de clientesGeneracion de cartetaCierre de ventasOfrecemos:Pagos semanales y puntuales de cada una de tus ventasGanancias semanales, sin tope de ventasComisiones semanales adicional, sin topeBonos por cada venta realizada.Bono mensual por monto de ventaRifas y premios por montos de ventasConvenciones viajes nacionales e internacionales.Capacitacion constante y pagadaEstabilidad y crecimiento laboralCertificacion ante la secretaria de trabajoIncentivos adicionales en efectivoExcelente ambiente laboralPostulate por este medio o via telefonica (llamada o Whats App) al 55///32///67//85///34 con Alejandra Figueroa", No, entre 25 y 65 anos, Educacion media superior -Bachillerato General,GAYOSSO,"Ayer, 11:04 p. m.",,Contrato por tiempo indeterminado,,Ciudad de México DF,Lavaloza  - Casino Yak Perisur ,Venta al consumidor,"$ 20.000,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-especializado-comisiones-bonos-pago-semanal-en-benito-juarez-768FF4739DE77A6661373E686DCF3405
628,628,628.0,,1.0, Si,,2/17/2020,,"GRUPO FINANCIERO INBURSAEjecutivo de Ventas*para tiendas de autoservicio*R e q u i s i t o s: Escolaridad: desde secundaria concluidaExperiencia deseable en areas de atencion a clientes y/o ventasActividades: atencion a clientes, promocion de productos financieros, afiliacion de nuevos clientes**Disponibilidad para laborar semana completa de 11:00 a.m. a 8:30 p.m. con dos dias de descanso**ZONA DE TRABAJO:  AV. LEONA VICARIO NO. 502 PTE., COL. LA PURISIMA, MUNICIPIO METEPECO f r e c e m o s:Sueldo baseCompetitivo esquema de comisiones (sin tope)Bonos por alto desempenoPrestaciones de leyEstabilidad laboralDesarrollo profesionalInteresados enviar curriculum a correo arriba mencionado especificando vacante.", Si,, Educacion secundaria,Grupo Financiero Inbursa Corporativo,13 febrero,,Contrato por tiempo indeterminado,,Estado de México,Vendedores/ contratación inmediata - Capacitación pagada ,Finanzas / Banca,"$ 10.000,00 (Mensual)",,51-200 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-ventas-para-tiendas-de-autoservicio-en-metepec-en-metepec-16F81246BFE126CC61373E686DCF3405
629,629,629.0,,2.0, No,,2/17/2020,,"Cuidado con el Perro es una marca 100% mexicana que nace en el 2007 inspirada en el estilo urbano de las nuevas generaciones y siguiendo las tendencias de moda, vendemos ropa para toda la familia bajo nuestras 6 submarcas. Nuestro objetivo es crear disenos unicos basados en las ultimas tendencias de moda que satisfagan las necesidades de nuestros consumidores.Cuidado con el Perro busca Formador de Capacitacion que se haga cargo de crear y llevar a cabo los programas de induccion y capacitacion para los nuevos colaboradores que se integran a la empresa y apoyar a los que ya forman parte de la misma. Funciones Especificas	Crear e implementar cursos de induccion y capacitacion especificos para cada una de las areas.	Elaborar deteccion de necesidades de capacitacion a las areas especificas del corporativo.	Desarrollar e implementar los cursos de capacitacion con base en la DNC para fortalecer las areas de oportunidad y reforzar las competencias especificas para cada area.	Apoyar a los otros formadores cuando se requiera.  Requisitos:	Licenciatura concluida en psicologia,  pedagogia, ciencias de la comunicacion o afin	Ingles avanzado (oral y escrito} indispensable 	Experiencia minima y reciente de 2 anos realizando funciones similares en empresa de retail y moda	Experiencia en manejo de plataformas electronicas para capacitacion en linea	Edad de 25 a 35 anos	Disponibilidad para viajar (visa y pasaporte vigente) Ofrecemos: 	Sueldo competitivo	Descuentos en tienda	Prestaciones de Ley y superioresSi cubres con los requisitos postulate por este medio.Si cubres con los requisitos envia un correo electronico con tu CV actualizado e informando tu pretension economica a la direccion de correo electronico que aparece en los datos de contacto indicando lo siguiente en el asunto: Formador de Capacitacion", Si, entre 24 y 35 anos, Educacion superior - Licenciatura,Cuidado con el Perro,14 febrero, Ingles ,Contrato por tiempo indeterminado,,Ciudad de México DF,Reclutador Ejecutivo - Zona Naucalpan,Venta al consumidor,,,201-500 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-capacitadora-ingles-avanzado-en-cuauhtemoc-B7195C77C004BE9861373E686DCF3405
630,630,630.0,,, No,,2/17/2020,,"Requisitos:*18 a 37 anos*Secundaria*Facilidad de palabra*Atencion a cliente*DISPONIBILIDAD DE ROTAR HORARIOS (sin excepcion)*Realizar la venta de puntos solicitados por el cliente, y estar al tanto de susrequerimientos para ofrecer apoyo al tiempo de la estancia.*Aclarar dudas de los clientes y ofrecer solucion alguna, para que el juego delcliente no se vea interrumpido.* Monitorear el buen uso de los equipos y las instalaciones por parte de losclientes, para evitar afectaciones o danos a la compania.", No, entre 18 y 37 anos, Educacion secundaria,"Talento Institucional, S.A. de C.V.",6 febrero,,Contrato por tiempo indeterminado,,Nuevo León,Agente de ventas telefónicas/ Con o sin experiencia - Capacitación pagada,Entretenimiento / Deportes,,,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-carga-puntos-atencion-a-clientes-en-monterrey-E55B6EB6CAED291961373E686DCF3405
631,631,631.0,,, No,,2/17/2020,,"EJECUTIVO TELEFONICO DE COBRANZAZona: Metro Eugenia / Xola REQUISITOSSexo: IndistintoEscolaridad: Prepa trunca o concluida (comprobable)Experiencia minima 6 meses call centerEdad: 18 a 48 anosINE VIGENTE FUNCIONES: o	Llamadas de salida o	Recuperacion de cartera vencidao	Cobranza preventivao	Ofrecer opciones de pago a los clientes morososHABILIDADES	Responsable 	Capacidad de negociacion 	Adapte a trabajo en grupo	Proponga mejoras.	Habilidad para integrar equipos de Trabajo y resolucion de conflictos.	Habilidad para Comunicar.	Capacidad de analisis, evaluacion y propuestas de solucion.	Organizado y Metodico.	Proactividad	Tenga habilidad para toma de decisiones.	Trabajo bajo presion.OFRECEMOSSueldo competitivoPrestaciones de ley desde el primer dia$500 bpa / con o sin experiencia HORARIOS07:00 A 14:30 $4,500 + $500 BPA09:00 A 17:00 $4,500 + $500 BPA15:00 A 20:00 $4,000 + $500 BPA 15:00 A 21:00 $4,500 + $500 BPA17 A 22 HRS $3,100 + $500 BPA14:30 A 22:00 $5,000 + $500 BPALUNES A VIERNESSABADO O DOMINGO DESCANSO ROLADO Y HORARIO ROLADO", No,, Educacion media superior -Bachillerato General,,15 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,Gerente Desarrollador (Equipo de Ventas) - Mexicali  Exp. Intangibles Indispensable,,"$ 5.000,00 (Mensual)",,,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-reclutamiento-masivo-para-cobranza-call-center-metro-eugenia-en-benito-juarez-68FB3232CA62E27961373E686DCF3405
632,632,632.0,,, No,,2/17/2020,,BUSCO PERSONAL PARA LABORAR#OFRECEMOS*Sueldo Base + esquemas comisiones no topadas + pagos quincenales con nomina bancaria+ Prestaciones de Ley desde el primer dia en que se firma contrato + Capacitacion. 25 anos en adelante #Bachillerato....DISPONIBILIDAD DE HORARIOExperiencia en Tarjetas de Credito o VentasZona de trabajo* La Comer Herradura* La Comer Tecamachalco* La Comer Naucalpan* La Comer Polanco Informes 5547817798 whats app o llamada, No,, Educacion media superior -Bachillerato General,GIN. Grupo Integracional de Negocios,"Hoy, 09:36 a. m.",,Contrato por tiempo indeterminado,,Ciudad de México DF,Gerente de Ventas o Call Center - Aguascalientes. (Exp. en Desarrollo de Equipos),RRHH / Personal,"$ 6.200,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-financiero-contratacion-inmediata-en-azcapotzalco-5D43858A1553149E61373E686DCF3405
633,633,633.0,,1.0, No,,2/17/2020,,"Instituto Universitario del Centro de Mexico EDUCEMSigue creciendo a nivel nacional y buscamos gente como tu...                                                            GESTOR DE TRAMITES!!Requisitos:*Sexo: Indistinto*Edad: De 23 a 35 anos*Edad: Licenciatura o Ingenieria (TITULADO)*Experiencia: Deseable FUNCIONES:	GESTION Y OBTENCION de documentacion necesaria ante Municipio para aperturar una Unidades de Negocio (A NIVEL NACIONAL): Licencia de Uso de Suelo (Desarrollo Urbano),  de Bomberos, Proteccion Civil, Salubridad, Ecologia (Desarrollo Urbano), Dictamenes Estructurales,  Dictamenes Electricos Y Capacitacion de Proteccion Civil	Gestionar la informacion solicitada por la autoridad educativa.	Dar seguimiento y analisis de los procesos para CONSERVAR el reconocimiento de validez oficial de estudios de tipo Superior y Media Superior actualizando.	Disponibilidad para Viajar *CONOCIMIENTOS: Paqueteria Office, Actividades Administrativas*OFRECEMOS: Sueldo:$9,000 brutos mensuales (NO NEGOCIABLE)	HORARIO: Lunes a Viernes de 9:00am a 2:00pm y de 5:00pm a 8:00pm, Sabado 9:00am a 2:00pm (NO NEGOCIABLE)	Prestaciones de Ley (IMSS, infonavit, fonacot, aguinaldo y vacaciones)	Crecimiento Profesional 	Trabajar a nivel nacional	Excelente Ambiente de Trabajo                                                             ""APOYAMOS TU PROYECTO DE VIDA""", Si, entre 23 y 35 anos, Educacion superior - Licenciatura,Instituto Universitario del Centro de México,"Hoy, 10:24 a. m.",,Contrato por tiempo indeterminado,,Guanajuato,Ejecutivo de ventas telefónicas/ Con o sin experiencia - Capacitación pagada/ Contratación inmediata,Educación,"$ 9.000,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-analista-gestor-de-tramites-leon-gto-en-leon-B9625FAEDB5CF75C61373E686DCF3405
